observation_id,timestamp,src_ip,dst_ip,src_port,dst_port,txid,provenance,dataset_id,generator_version
OBS-fe07ea960b694b86a9552c98,2025-01-07T23:15:27Z,172.16.197.77,203.0.113.191,35981,9772,f302db5c2e822241c2ae74bf3afa0c6ea3c97e0959c283d38a82645716969338,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-611fa1f10e4451f7ff0cafc3,2025-01-07T23:15:02Z,203.0.113.63,192.168.59.247,37727,3295,f302db5c2e822241c2ae74bf3afa0c6ea3c97e0959c283d38a82645716969338,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6399c80dd10957f5361602b5,2025-01-07T23:15:01Z,192.0.2.130,10.0.177.36,10170,18831,f302db5c2e822241c2ae74bf3afa0c6ea3c97e0959c283d38a82645716969338,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-0ddf03662cab2d266cee63ce,2025-01-07T23:15:30Z,10.0.64.6,198.51.100.237,40160,9653,f302db5c2e822241c2ae74bf3afa0c6ea3c97e0959c283d38a82645716969338,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-79ce4f5a35c7af2b77b1cb39,2025-01-07T23:00:40Z,203.0.113.234,198.51.100.233,1337,33564,1d812c028246c3a7ab9f8ec9282b8ec34e80aec524360def970dbab4ddacea57,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-65e12ae09fd75cf3e0b11d72,2025-01-07T23:28:30Z,192.168.174.238,10.0.97.209,38719,46234,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f3fcd77e20b4096407da026c,2025-01-07T23:28:10Z,192.168.243.195,172.16.114.241,15423,46029,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-3d97126937c70ccbba3078bc,2025-01-07T23:27:44Z,198.51.100.178,192.168.255.81,1358,10696,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-9a405f3e8d0dfabdeab73e2e,2025-01-07T23:27:51Z,203.0.113.4,192.168.54.62,40856,36131,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-9ac88609cf3f6ac6944215be,2025-01-07T23:27:38Z,198.51.100.49,192.0.2.20,8929,36651,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-3d73dc4da4be909397538ece,2025-01-07T23:27:36Z,10.0.136.151,192.0.2.164,58760,33885,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-886d3ae927ccee6092cf71e4,2025-01-07T23:27:49Z,10.0.32.211,192.168.41.101,45514,19434,b3a69147f4176bae49ceccc84c49e9bd6a6a1e8d1d780dcfcfdd3e6f76173453,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-df6fd18898561f37d8078911,2025-01-07T23:12:31Z,203.0.113.240,192.168.159.19,54622,11469,62fcb6a924db18ff1897fd00a6f78aa8035bee712bfdc3f5c9da33528d9d15ee,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-11618447adf420bf0ca667e1,2025-01-07T23:11:13Z,172.16.4.45,198.51.100.30,13792,41120,62fcb6a924db18ff1897fd00a6f78aa8035bee712bfdc3f5c9da33528d9d15ee,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d14f9ea8299ea04c6ea9c129,2025-01-07T22:53:41Z,172.16.29.158,198.51.100.230,29138,57238,6558fcbc744796243f15d670a2f46d82b9db0bbf1975f75573da5505389e78f7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5d048b4981b316315bfcde95,2025-01-07T22:54:14Z,203.0.113.228,203.0.113.64,39383,25787,6558fcbc744796243f15d670a2f46d82b9db0bbf1975f75573da5505389e78f7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8198a7e72db8237472cb674f,2025-01-07T22:53:47Z,198.51.100.77,10.0.196.177,53248,18284,6558fcbc744796243f15d670a2f46d82b9db0bbf1975f75573da5505389e78f7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-338dcb28ce2e1bdaf72ca385,2025-01-07T22:53:40Z,192.168.242.166,10.0.45.193,19661,12295,6558fcbc744796243f15d670a2f46d82b9db0bbf1975f75573da5505389e78f7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d7cf1f90d186a91d8812d172,2025-02-06T12:23:56Z,203.0.113.202,192.168.147.230,58562,20483,9aa9aa7093fb9d491ba0ee13d4b01727b45cde7e19d9d1b36b70b80f5cb79d59,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-aeb5b7ce7e331816379247c0,2025-02-06T11:54:02Z,10.0.254.140,10.0.117.38,8377,25791,9aa9aa7093fb9d491ba0ee13d4b01727b45cde7e19d9d1b36b70b80f5cb79d59,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-e3a889a6270195f7d8d28c32,2025-02-06T08:52:19Z,172.16.49.124,198.51.100.123,59545,17523,9aa9aa7093fb9d491ba0ee13d4b01727b45cde7e19d9d1b36b70b80f5cb79d59,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-96a0d55c25065823c2568c5b,2025-01-04T15:16:33Z,203.0.113.58,10.0.78.96,3186,14936,f1881bc48b569dc6ff08e355a643fba7c49cae2d52e285f68481573666f7542f,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-87423c606273430681b80a53,2025-01-04T15:16:09Z,192.0.2.138,10.0.24.236,1321,63000,f1881bc48b569dc6ff08e355a643fba7c49cae2d52e285f68481573666f7542f,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-932c18384afa998d46796581,2025-01-04T15:15:58Z,203.0.113.206,203.0.113.5,12348,18624,f1881bc48b569dc6ff08e355a643fba7c49cae2d52e285f68481573666f7542f,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8244f6be2c6a9f48f308f702,2025-02-23T13:51:50Z,192.168.83.2,192.168.162.240,58400,44174,feb1bb6a60158e3f768bbc2c91de80eb973519bdf99ead955de19b46f4b7bb96,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-e741f25726e79c5df62579da,2025-02-26T13:50:53Z,10.0.242.127,172.16.151.104,4146,1381,feb1bb6a60158e3f768bbc2c91de80eb973519bdf99ead955de19b46f4b7bb96,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-668ffdf77edb349440b3f760,2025-02-21T13:49:56Z,172.16.87.45,192.168.2.102,62802,55698,feb1bb6a60158e3f768bbc2c91de80eb973519bdf99ead955de19b46f4b7bb96,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-336595c647ed0c19f758eff1,2025-02-21T13:52:24Z,192.168.122.46,192.168.18.177,21327,4204,feb1bb6a60158e3f768bbc2c91de80eb973519bdf99ead955de19b46f4b7bb96,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1e90211b9946065483f62156,2025-02-23T08:18:08Z,172.16.6.218,192.0.2.247,53311,24476,da3b4ac630bdf519df4cac2e200ff7c09954f5d8507cba038facf297bafe75c7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-533f5abb5c3813dd42d3781b,2025-02-23T05:03:21Z,192.0.2.5,192.168.142.206,23277,37196,da3b4ac630bdf519df4cac2e200ff7c09954f5d8507cba038facf297bafe75c7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-16137870e352e011872dfec5,2025-03-20T06:11:28Z,172.16.84.248,198.51.100.222,58939,30450,ee6741444a64a781d899832dda80f029a0e0a1aaae00827bceab4580b91f1a10,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-84b6c88ca91c160b9ba261f9,2025-03-20T06:13:04Z,192.0.2.12,10.0.4.10,55304,1694,ee6741444a64a781d899832dda80f029a0e0a1aaae00827bceab4580b91f1a10,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c17710ca5311fbca9024d508,2025-03-20T06:13:43Z,192.0.2.29,172.16.198.171,15407,59304,ee6741444a64a781d899832dda80f029a0e0a1aaae00827bceab4580b91f1a10,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-2bf5e22b747ba5a70287342e,2025-03-20T06:13:27Z,172.16.111.32,192.168.13.189,26502,37627,ee6741444a64a781d899832dda80f029a0e0a1aaae00827bceab4580b91f1a10,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b2da29512424bee0e1cb2978,2025-03-20T06:14:31Z,172.16.133.93,198.51.100.252,6049,45123,ee6741444a64a781d899832dda80f029a0e0a1aaae00827bceab4580b91f1a10,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f9afecad33a5187faae48e7b,2025-03-22T06:11:28Z,192.168.134.110,198.51.100.54,7294,51724,ee6741444a64a781d899832dda80f029a0e0a1aaae00827bceab4580b91f1a10,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f973e55c8f0c04a414d4212b,2025-03-20T06:22:10Z,172.16.130.226,192.168.140.116,2764,26035,605a7b84f4e86aae49deeae9bc310411b1dddfdac73c9cc662df578b871ae887,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f99b84f3dd679557caa3f0ae,2025-03-20T06:22:42Z,198.51.100.108,192.168.178.56,30439,1937,605a7b84f4e86aae49deeae9bc310411b1dddfdac73c9cc662df578b871ae887,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-25fd966148ef6bed187f40a8,2025-03-20T07:44:45Z,198.51.100.51,172.16.81.175,28992,13639,d9e807077ed2b0fea1e91fa8a37f9265e667f2a051fdc87c6131ad3ec443acdc,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-965de34de16427a322193c9e,2025-03-20T06:39:09Z,10.0.217.39,192.0.2.101,22412,22615,d9e807077ed2b0fea1e91fa8a37f9265e667f2a051fdc87c6131ad3ec443acdc,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8c0d7a7afb0821223d7f75d4,2025-03-20T10:30:08Z,203.0.113.151,198.51.100.216,3778,25062,db762a844a78e4032f6c8ad0fa969ae13c573566cfa2a58e9d233526af53e1b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-0bd9b74bc4d4bd125850f80d,2025-03-20T09:29:56Z,10.0.182.172,192.168.27.88,64101,40228,db762a844a78e4032f6c8ad0fa969ae13c573566cfa2a58e9d233526af53e1b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6510640f5c88a6c8e293b85e,2025-03-20T05:46:45Z,203.0.113.62,203.0.113.146,40281,48985,db762a844a78e4032f6c8ad0fa969ae13c573566cfa2a58e9d233526af53e1b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a8dcb50ad7c40b5af626ec2d,2025-03-20T10:23:15Z,198.51.100.117,172.16.21.54,13319,1832,db762a844a78e4032f6c8ad0fa969ae13c573566cfa2a58e9d233526af53e1b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-738a27701a09c5ac24f05dce,2025-03-20T10:29:42Z,192.168.58.12,198.51.100.71,1518,22373,afcb1060b013d92e4ac3099306c3996a6d33654b951e7328f3f617cdb67687cf,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ea797e0f27db5d289e752065,2025-03-20T01:17:15Z,172.16.22.21,10.0.143.18,61822,28164,afcb1060b013d92e4ac3099306c3996a6d33654b951e7328f3f617cdb67687cf,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-751524a0f9adca5e3e0be58f,2025-03-22T18:57:35Z,198.51.100.181,198.51.100.125,65420,35963,dbce1fee850e64bec73b3c63e08d2fe1804564b08ce974be81fba9f2fb4d5f3e,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-44f6416e53237ac2fb4785fa,2025-03-22T18:57:25Z,203.0.113.37,10.0.77.33,42585,60577,dbce1fee850e64bec73b3c63e08d2fe1804564b08ce974be81fba9f2fb4d5f3e,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-2c257bcf64159d62b69a4b5a,2025-03-20T18:57:20Z,172.16.102.106,172.16.10.143,25433,25284,dbce1fee850e64bec73b3c63e08d2fe1804564b08ce974be81fba9f2fb4d5f3e,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-fea47baf7222ca224b74c3ea,2025-03-24T18:58:19Z,192.0.2.253,172.16.89.54,35187,60204,dbce1fee850e64bec73b3c63e08d2fe1804564b08ce974be81fba9f2fb4d5f3e,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8cd41972aa245410d2bd7f10,2025-03-22T19:05:02Z,203.0.113.230,203.0.113.126,48856,6212,1bffd79024bbea290def1066941fe4920ebf123b03050b37a15cda481db42bd7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c9c2729cf2b81b83bf9a059c,2025-03-22T19:07:45Z,198.51.100.237,192.0.2.201,18341,53683,1bffd79024bbea290def1066941fe4920ebf123b03050b37a15cda481db42bd7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-78671618641fc51555b440d2,2025-03-22T19:07:19Z,203.0.113.18,203.0.113.100,62546,1025,1bffd79024bbea290def1066941fe4920ebf123b03050b37a15cda481db42bd7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-dd67c370475729d6a877b264,2025-03-22T19:07:44Z,198.51.100.180,192.0.2.48,7738,48454,1bffd79024bbea290def1066941fe4920ebf123b03050b37a15cda481db42bd7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6d5d4fd8d151ba88282a8875,2025-03-22T19:07:44Z,203.0.113.185,192.168.252.241,17811,16099,1bffd79024bbea290def1066941fe4920ebf123b03050b37a15cda481db42bd7,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-2abcef4e7f8015ee9d7ab5e3,2025-03-22T19:27:44Z,198.51.100.90,10.0.72.235,29351,29379,87958d501ec4526ed93dbd4fe362e29600140964b93d1b75bfddf3c71094d17d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6891840e408d470a4249ad12,2025-03-22T13:53:59Z,10.0.238.80,198.51.100.30,64150,50460,fa9d96a849d1393bb1faf47fb0d5d95244149ce4434925b2a30b1f66215460aa,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-80b022e7e80c31dcbab6e357,2025-03-23T01:09:19Z,10.0.97.34,172.16.174.49,16929,30393,fa9d96a849d1393bb1faf47fb0d5d95244149ce4434925b2a30b1f66215460aa,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-49558e9ff2d7fde6f8bee192,2025-03-22T17:06:08Z,203.0.113.181,203.0.113.100,55609,53089,fa9d96a849d1393bb1faf47fb0d5d95244149ce4434925b2a30b1f66215460aa,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-267e86d2e4235410a73345de,2025-03-20T19:46:20Z,192.168.132.121,203.0.113.134,26552,32575,c4aa1eb77be4a61e0b0f2b89ab7e540c764f58f0dfea18b5888903ab29595c6b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a435c72896c82af7627d805c,2025-03-22T19:47:32Z,10.0.72.241,192.168.131.92,63942,2134,c4aa1eb77be4a61e0b0f2b89ab7e540c764f58f0dfea18b5888903ab29595c6b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b343ba76d016b0e5dd22648b,2025-03-22T19:46:27Z,198.51.100.159,192.168.30.64,45128,30732,c4aa1eb77be4a61e0b0f2b89ab7e540c764f58f0dfea18b5888903ab29595c6b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4f263d1b94e7d8af744f7c57,2025-03-25T19:46:19Z,192.0.2.132,192.0.2.38,41049,61222,c4aa1eb77be4a61e0b0f2b89ab7e540c764f58f0dfea18b5888903ab29595c6b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-af054c4f9691b9882cde1933,2025-03-22T19:56:38Z,198.51.100.66,192.0.2.97,23509,42290,3415c28ff06dcf51abd6c0ec9ed7185b318ae34ba09b30fb95614c91d4fc3d41,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-9f669c6aa7b7db06334a1fc3,2025-03-22T19:57:28Z,192.0.2.183,198.51.100.131,41869,62067,3415c28ff06dcf51abd6c0ec9ed7185b318ae34ba09b30fb95614c91d4fc3d41,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-0439a1ac9e1c6f142866a001,2025-03-22T19:56:31Z,192.168.141.151,10.0.225.142,2147,16633,3415c28ff06dcf51abd6c0ec9ed7185b318ae34ba09b30fb95614c91d4fc3d41,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-30b700536fb4166f322d32d5,2025-03-22T19:56:32Z,198.51.100.32,203.0.113.120,55024,30882,3415c28ff06dcf51abd6c0ec9ed7185b318ae34ba09b30fb95614c91d4fc3d41,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-eef6098f6293244ae77b0570,2025-03-22T19:57:04Z,192.168.247.4,198.51.100.93,25420,49301,3415c28ff06dcf51abd6c0ec9ed7185b318ae34ba09b30fb95614c91d4fc3d41,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5ac3e3d19f7a67ee947944dc,2025-01-21T19:15:01Z,192.0.2.13,198.51.100.216,18694,27370,161446e41a7375f13577414faa68b7707f11921192e9de0c96c3760838af0316,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-35a60a4f07f5560fed1ff8ab,2025-01-21T19:15:14Z,203.0.113.107,192.168.199.171,30131,24156,161446e41a7375f13577414faa68b7707f11921192e9de0c96c3760838af0316,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-cc3714f9c06e9f99a4a9fd79,2025-01-21T19:15:17Z,172.16.73.161,10.0.38.244,24977,2675,161446e41a7375f13577414faa68b7707f11921192e9de0c96c3760838af0316,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-7d670f403ad82554b49d5f1c,2025-01-21T19:15:07Z,198.51.100.81,203.0.113.232,18508,10481,161446e41a7375f13577414faa68b7707f11921192e9de0c96c3760838af0316,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-7d99088e4329abb00d382ebc,2025-02-27T18:06:24Z,172.16.171.211,192.168.6.178,44160,47526,59f9961964d139f421b5ead0289dd8b2cdda296767f8dd7fb47b8d96f2d2b67d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5e1f6db63d0ed391e8a89dda,2025-03-02T18:07:14Z,172.16.104.2,10.0.252.20,3543,53088,59f9961964d139f421b5ead0289dd8b2cdda296767f8dd7fb47b8d96f2d2b67d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f9bb91d54b3459ee09dd67de,2025-02-27T18:06:23Z,10.0.216.54,192.168.166.142,16038,62088,59f9961964d139f421b5ead0289dd8b2cdda296767f8dd7fb47b8d96f2d2b67d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4bace062cceb537626f484a9,2025-02-25T18:06:11Z,172.16.247.12,192.0.2.191,11404,49605,59f9961964d139f421b5ead0289dd8b2cdda296767f8dd7fb47b8d96f2d2b67d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4ea89789e11af3fbbd5313a0,2025-02-16T22:36:46Z,203.0.113.109,172.16.177.237,43282,5057,b0c9e1e46b44ae9a7ec482ca358a10a8e524a745e5063e3e0aaea488b48ae7ac,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-31b6bec6945560103ad1c542,2025-02-16T22:35:28Z,192.0.2.212,203.0.113.253,16351,61239,b0c9e1e46b44ae9a7ec482ca358a10a8e524a745e5063e3e0aaea488b48ae7ac,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d0e2a4d210cedc2e607ea5bc,2025-01-14T19:58:13Z,10.0.159.112,192.0.2.41,8464,62740,e3bb881084917ee07fdce00f1fc2a732eb45ae4130a77e255e3e619cdf943e39,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-7d0d5a7d1c033394d6e3ca8e,2025-01-14T19:58:16Z,192.168.66.187,192.168.250.21,6632,21413,e3bb881084917ee07fdce00f1fc2a732eb45ae4130a77e255e3e619cdf943e39,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4d108bcd72491ddf3caa16e8,2025-01-14T19:58:21Z,198.51.100.36,192.0.2.135,55317,63057,e3bb881084917ee07fdce00f1fc2a732eb45ae4130a77e255e3e619cdf943e39,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5ebfee9f33ebd5ac55ddb288,2025-01-14T19:58:30Z,10.0.220.217,10.0.26.162,48341,3146,e3bb881084917ee07fdce00f1fc2a732eb45ae4130a77e255e3e619cdf943e39,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6319d1f06d58234f989dae57,2025-01-14T19:57:48Z,198.51.100.159,192.168.183.159,17078,3423,e3bb881084917ee07fdce00f1fc2a732eb45ae4130a77e255e3e619cdf943e39,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-94e4a09d160d15c78379bbdc,2025-01-14T19:57:33Z,203.0.113.102,172.16.191.234,24460,46785,e3bb881084917ee07fdce00f1fc2a732eb45ae4130a77e255e3e619cdf943e39,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-00a652893c7ce4a0537e4529,2025-02-23T03:54:19Z,198.51.100.81,192.0.2.190,17690,41673,86534bc5bb166ff54b3c4edac79282b15bdc0036a797170a0263a745671949b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ef8e872c0d7977ce6b9eed9c,2025-02-21T03:52:46Z,198.51.100.184,192.0.2.158,22492,31951,86534bc5bb166ff54b3c4edac79282b15bdc0036a797170a0263a745671949b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6c85180d9ee0e8188a4ed2e2,2025-02-25T03:51:09Z,172.16.2.200,203.0.113.150,25484,60537,86534bc5bb166ff54b3c4edac79282b15bdc0036a797170a0263a745671949b9,SYNTHETIC,6bc084b677a63411,1.0.0
